[02/07/2021 17:37:35 / FxUtilitiesController.php:803]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201204_100549).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20210207_173735_438323).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\id_20120454\20201204_100549[eap-2.id-1].[AUDJPY-5].dir
order_type	46.85069
account : 	20120454

s.n.	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	d.-20	d.-19	d.-18	d.-17	d.-16	d.-15	d.-14	d.-13	d.-12	d.-11	d.-10	d.-9	d.-8	d.-7	d.-6	d.-5	d.-4	d.-3	d.-2	d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
44	29358657	2020.12.04 06:45:00	77.17700000000001	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	0.008999999999999999	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	1	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	47.10316	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	50.47886	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	0.099	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	2	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	29358657	2020.12.04 06:45:01	buy	0.10	audjpy	77.193	77.142	77.262	2020.12.04 07:53:30	77.142	-510
45	29358692	2020.12.04 06:50:00	77.18000000000001	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	0.004	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	1	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	53.27462	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	51.00615	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	0.52185	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	2	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	29358692	2020.12.04 06:50:06	buy	0.10	audjpy	77.191	77.140	77.260	2020.12.04 07:54:59	77.140	-510
46	29358703	2020.12.04 06:55:00	77.16800000000001	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	-0.013	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	-2	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	54.71815	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	48.81752	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	0.50715	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	3	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	29358703	2020.12.04 06:55:04	buy	0.10	audjpy	77.182	77.175	77.325	2020.12.04 09:02:01	77.175	-70
47	29358735	2020.12.04 07:00:00	77.13	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-0.04	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	-4	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	49.72166	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	42.70887	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	-0.0095	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	4	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	29358735	2020.12.04 07:00:01	buy	0.10	audjpy	77.188	77.222	77.372	2020.12.04 10:29:36	77.222	340
48	29358786	2020.12.04 07:05:00	77.13800000000001	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	0.007	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	1	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	43.37221	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	44.2547	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	-0.15675	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	4	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	29358786	2020.12.04 07:05:02	buy	0.10	audjpy	77.198	77.148	77.268	2020.12.04 07:51:13	77.148	-500
49	29358821	2020.12.04 07:10:00	77.121	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	-0.019	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	-2	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	44.81675	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	41.73576	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	-0.323	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	4	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	29358821	2020.12.04 07:10:01	buy	0.10	audjpy	77.213	77.164	77.284	2020.12.04 07:45:43	77.164	-490
50	29358874	2020.12.04 07:15:00	77.11499999999999	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-0.011	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-2	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	42.61059	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	40.87148	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	-0.2604	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	5	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	29358874	2020.12.04 07:15:02	buy	0.10	audjpy	77.218	77.167	77.287	2020.12.04 07:43:20	77.167	-510
51	29358894	2020.12.04 07:20:00	77.10899999999999	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-0.006	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	-1	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	42.6659	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	39.99955	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	-0.2646	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	5	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	29358894	2020.12.04 07:20:03	buy	0.10	audjpy	77.190	77.140	77.260	2020.12.04 07:54:59	77.140	-500
52	29358917	2020.12.04 07:25:00	77.09999999999999	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-0.008	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	-1	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	43.65593	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	38.6961	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	-0.15825	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	5	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	29358917	2020.12.04 07:25:01	buy	0.10	audjpy	77.195	77.147	77.267	2020.12.04 07:51:13	77.147	-480
53	29358939	2020.12.04 07:30:00	77.12	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	0.018	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	2	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	48.14874	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	43.03808	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	0.2002	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	4	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	29358939	2020.12.04 07:30:01	buy	0.10	audjpy	77.202	77.154	77.274	2020.12.04 07:47:12	77.154	-480
54	29358958	2020.12.04 07:35:00	77.114	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-0.003	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-1	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	54.21919	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	42.09653	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	0.0756	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	29358958	2020.12.04 07:35:01	buy	0.10	audjpy	77.208	77.159	77.279	2020.12.04 07:46:55	77.159	-490
55	29358989	2020.12.04 07:40:00	77.11799999999999	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	0.005	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	1	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	49.4102	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	42.97204	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	-0.01135	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	29358989	2020.12.04 07:40:01	buy	0.10	audjpy	77.208	77.158	77.278	2020.12.04 07:47:04	77.158	-500
56	29359020	2020.12.04 07:45:00	77.13200000000001	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	0.012	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	2	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	49.3974	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	45.98123	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	-0.0338	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	4	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	29359020	2020.12.04 07:45:02	buy	0.10	audjpy	77.182	77.175	77.325	2020.12.04 09:02:01	77.175	-70
57	29359043	2020.12.04 07:50:00	77.163	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	0.032	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	4	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	48.93424	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	51.89738	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	0.2542	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	3	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	29359043	2020.12.04 07:50:01	buy	0.10	audjpy	77.169	77.170	77.320	2020.12.04 08:00:25	77.170	10
58	29359083	2020.12.04 07:55:00	77.155	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	-0.008	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	-1	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	52.04347	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	50.39799	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	0.0506	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	29359083	2020.12.04 07:55:01	buy	0.10	audjpy	77.150	77.170	77.320	2020.12.04 08:00:25	77.170	200
59	29359163	2020.12.04 08:00:00	77.15300000000001	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-0.001	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-1	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	46.50045	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	50.01771	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	-0.019	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	29359163	2020.12.04 08:00:01	buy	0.10	audjpy	77.215	77.166	77.286	2020.12.04 09:48:08	77.166	-490
60	29359318	2020.12.04 08:05:00	77.16500000000001	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	0.012	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	2	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	44.01212	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	52.29134	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	0.0178	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	29359318	2020.12.04 08:05:02	buy	0.10	audjpy	77.209	77.161	77.281	2020.12.04 10:02:04	77.161	-480
